Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,PP_0812_15,372784.6667,0.067852784,-1.168432328
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,PP_0812_15,348381.3333,0.061988406,-1.20768953
Q88DN1,SYL_PSEPK,Leus,Leucine--tRNA ligase,PP_0812_15,545720.3333,0.099603484,-1.001725472
Q88DN1,SYL_PSEPK,Leus,Leucine--tRNA ligase,PP_0812_15,505664,0.092038952,-1.036028333
Q88DN1,SYL_PSEPK,Leus,Leucine--tRNA ligase,PP_0812_15,587463.3333,0.104528895,-0.980763642
Q88DN4,LNT_PSEPK,Lnt,Apolipoprotein N-acyltransferase,PP_0812_15,152663.6733,0.027863784,-1.5549599
Q88DN4,LNT_PSEPK,Lnt,Apolipoprotein N-acyltransferase,PP_0812_15,128449.4333,0.023379856,-1.631158176
Q88DN4,LNT_PSEPK,Lnt,Apolipoprotein N-acyltransferase,PP_0812_15,181919.7927,0.032369467,-1.489864454
Q88DN5,Q88DN5_PSEPK,Corc,Magnesium and cobalt efflux protein CorC,PP_0812_15,209795.4333,0.038291327,-1.416899577
Q88DN5,Q88DN5_PSEPK,Corc,Magnesium and cobalt efflux protein CorC,PP_0812_15,142665.6667,0.025967438,-1.585570899
Q88DN5,Q88DN5_PSEPK,Corc,Magnesium and cobalt efflux protein CorC,PP_0812_15,137971.926,0.024549707,-1.60995368
Q88DN7,Q88DN7_PSEPK,Ybez,PhoH-like protein,PP_0812_15,101528.14,0.018530657,-1.732109178
Q88DN7,Q88DN7_PSEPK,Ybez,PhoH-like protein,PP_0812_15,122574.3333,0.022310493,-1.651490829
Q88DN7,Q88DN7_PSEPK,Ybez,PhoH-like protein,PP_0812_15,108794.9593,0.019358173,-1.713135633
Q88DP0,GSA_PSEPK,Heml,"Glutamate-1-semialdehyde 2,1-aminomutase",PP_0812_15,294590.6667,0.053767937,-1.269476625
Q88DP0,GSA_PSEPK,Heml,"Glutamate-1-semialdehyde 2,1-aminomutase",PP_0812_15,262064,0.047699848,-1.321483003
Q88DP0,GSA_PSEPK,Heml,"Glutamate-1-semialdehyde 2,1-aminomutase",PP_0812_15,249394,0.04437533,-1.352858406
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,PP_0812_15,43222.70667,0.007888898,-2.102983649
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,PP_0812_15,46216.66667,0.008412174,-2.07509175
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,PP_0812_15,53558.19267,0.00952975,-2.020918494
Q88DP2,Q88DP2_PSEPK,Thid,Phosphomethylpyrimidine kinase,PP_0812_15,121579.5667,0.022190392,-1.653835017
Q88DP2,Q88DP2_PSEPK,Thid,Phosphomethylpyrimidine kinase,PP_0812_15,107544.9,0.019574895,-1.708300549
Q88DP2,Q88DP2_PSEPK,Thid,Phosphomethylpyrimidine kinase,PP_0812_15,133613.2333,0.023774154,-1.623894933
Q88DP4,Q88DP4_PSEPK,Pp_4780,Acyl-CoA dehydrogenase,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88DP4,Q88DP4_PSEPK,Pp_4780,Acyl-CoA dehydrogenase,PP_0812_15,6470.466667,0.001177729,-2.928954764
Q88DP4,Q88DP4_PSEPK,Pp_4780,Acyl-CoA dehydrogenase,PP_0812_15,786.478,0.00013994,-3.854057828
Q88DP5,Q88DP5_PSEPK,Amn,AMP nucleosidase,PP_0812_15,136013.0133,0.024824748,-1.605115146
Q88DP5,Q88DP5_PSEPK,Amn,AMP nucleosidase,PP_0812_15,283332.6667,0.051571086,-1.28759372
Q88DP5,Q88DP5_PSEPK,Amn,AMP nucleosidase,PP_0812_15,386353.6667,0.068744923,-1.162759369
Q88DP7,Q88DP7_PSEPK,Pp_4776,AsnC family transcriptional regulator,PP_0812_15,105524.6733,0.019260094,-1.715341592
Q88DP7,Q88DP7_PSEPK,Pp_4776,AsnC family transcriptional regulator,PP_0812_15,115918,0.021098934,-1.675739489
Q88DP7,Q88DP7_PSEPK,Pp_4776,AsnC family transcriptional regulator,PP_0812_15,97953.86667,0.017429189,-1.758722823
Q88DP8,Q88DP8_PSEPK,Pp_4775,Glycine zipper family protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88DP8,Q88DP8_PSEPK,Pp_4775,Glycine zipper family protein,PP_0812_15,0,1.00E-05,-5
Q88DP8,Q88DP8_PSEPK,Pp_4775,Glycine zipper family protein,PP_0812_15,21930.71867,0.00390219,-2.408691543
Q88DQ3,Q88DQ3_PSEPK,Pp_4770,DUF2076 domain-containing protein,PP_0812_15,141289.5067,0.0257878,-1.588585699
Q88DQ3,Q88DQ3_PSEPK,Pp_4770,DUF2076 domain-containing protein,PP_0812_15,149065.7,0.027132347,-1.566512645
Q88DQ3,Q88DQ3_PSEPK,Pp_4770,DUF2076 domain-containing protein,PP_0812_15,143645.7333,0.025559263,-1.592451676
Q88DQ7,Q88DQ7_PSEPK,Rhle-i,ATP-dependent RNA helicase,PP_0812_15,56736.24,0.010355354,-1.984835057
Q88DQ7,Q88DQ7_PSEPK,Rhle-i,ATP-dependent RNA helicase,PP_0812_15,62177.83333,0.011317362,-1.946254784
Q88DQ7,Q88DQ7_PSEPK,Rhle-i,ATP-dependent RNA helicase,PP_0812_15,56672.726,0.010083927,-1.996370304
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,PP_0812_15,19947.44667,0.003640757,-2.438808295
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,PP_0812_15,35422.43333,0.006447451,-2.190611977
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,PP_0812_15,27641.426,0.004918312,-2.308183963
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",PP_0812_15,35953.07333,0.006562063,-2.182959587
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",PP_0812_15,87728.26667,0.015967951,-1.79675082
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",PP_0812_15,25497.99267,0.004536925,-2.343238415
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,5148.52,0.000939695,-3.027013204
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,8249.966667,0.001501626,-2.823438175
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,786.478,0.00013994,-3.854057828
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",PP_0812_15,14143.04667,0.002581353,-2.588152634
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",PP_0812_15,0,1.00E-05,-5
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",PP_0812_15,12133.652,0.002158973,-2.665752872
Q88DS8,Q88DS8_PSEPK,Hsdm,site-specific DNA-methyltransferase (adenine-specific),PP_0812_15,111182.7667,0.020292795,-1.692658131
Q88DS8,Q88DS8_PSEPK,Hsdm,site-specific DNA-methyltransferase (adenine-specific),PP_0812_15,114676.6667,0.020872991,-1.680415308
Q88DS8,Q88DS8_PSEPK,Hsdm,site-specific DNA-methyltransferase (adenine-specific),PP_0812_15,121775.0333,0.021667752,-1.66418615
Q88DS9,Q88DS9_PSEPK,Hsdr,Type I restriction enzyme EcoAI R protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88DS9,Q88DS9_PSEPK,Hsdr,Type I restriction enzyme EcoAI R protein,PP_0812_15,8845.833333,0.001610083,-2.793151616
Q88DS9,Q88DS9_PSEPK,Hsdr,Type I restriction enzyme EcoAI R protein,PP_0812_15,11706.952,0.002083049,-2.681300569
Q88DT6,SSRP_PSEPK,Smpb,SsrA-binding protein,PP_0812_15,92814.86667,0.016940333,-1.771078063
Q88DT6,SSRP_PSEPK,Smpb,SsrA-binding protein,PP_0812_15,96421.8,0.017550313,-1.755715134
Q88DT6,SSRP_PSEPK,Smpb,SsrA-binding protein,PP_0812_15,92888.726,0.016527935,-1.7817814
Q88DT8,Q88DT8_PSEPK,Bame,Outer membrane protein assembly factor BamE,PP_0812_15,131531.7733,0.024006844,-1.619664933
Q88DT8,Q88DT8_PSEPK,Bame,Outer membrane protein assembly factor BamE,PP_0812_15,132718.91,0.024156969,-1.616957562
Q88DT8,Q88DT8_PSEPK,Bame,Outer membrane protein assembly factor BamE,PP_0812_15,158825.8667,0.028260304,-1.548823173
Q88DT9,Q88DT9_PSEPK,Fur,Ferric uptake regulation protein,PP_0812_15,551995.34,0.100748782,-0.996760197
Q88DT9,Q88DT9_PSEPK,Fur,Ferric uptake regulation protein,PP_0812_15,480175.7333,0.087399679,-1.05849016
Q88DT9,Q88DT9_PSEPK,Fur,Ferric uptake regulation protein,PP_0812_15,469754.926,0.083584728,-1.077873064
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,PP_0812_15,80660.87333,0.014722017,-1.832032688
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,PP_0812_15,75051.33333,0.013660546,-1.864531957
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,PP_0812_15,93806.726,0.016691277,-1.777510428
Q88DU1,GRPE_PSEPK,Grpe,Protein GrpE,PP_0812_15,1061603.333,0.193761133,-0.712733335
Q88DU1,GRPE_PSEPK,Grpe,Protein GrpE,PP_0812_15,1110527.667,0.202133834,-0.694360986
Q88DU1,GRPE_PSEPK,Grpe,Protein GrpE,PP_0812_15,923848,0.164382702,-0.784143884
Q88DU2,DNAK_PSEPK,Dnak,Chaperone protein DnaK,PP_0812_15,4192230.333,0.765155189,-0.116250472
Q88DU2,DNAK_PSEPK,Dnak,Chaperone protein DnaK,PP_0812_15,4148183.667,0.755035912,-0.122032392
Q88DU2,DNAK_PSEPK,Dnak,Chaperone protein DnaK,PP_0812_15,4043979,0.719555811,-0.142935515
Q88DU3,DNAJ_PSEPK,Dnaj,Chaperone protein DnaJ,PP_0812_15,395929.6667,0.072264073,-1.141077564
Q88DU3,DNAJ_PSEPK,Dnaj,Chaperone protein DnaJ,PP_0812_15,387453.6667,0.070522777,-1.151670594
Q88DU3,DNAJ_PSEPK,Dnaj,Chaperone protein DnaJ,PP_0812_15,374977.3333,0.066720702,-1.175739391
Q88DU4,DAPB_PSEPK,Dapb,4-hydroxy-tetrahydrodipicolinate reductase,PP_0812_15,376703.5067,0.068754963,-1.162695945
Q88DU4,DAPB_PSEPK,Dapb,4-hydroxy-tetrahydrodipicolinate reductase,PP_0812_15,361507,0.065800068,-1.181773658
Q88DU4,DAPB_PSEPK,Dapb,4-hydroxy-tetrahydrodipicolinate reductase,PP_0812_15,366569.1593,0.065224614,-1.185588483
Q88DU5,CARA_PSEPK,Cara,Carbamoyl phosphate synthase small chain,PP_0812_15,436127.3333,0.079600849,-1.099082302
Q88DU5,CARA_PSEPK,Cara,Carbamoyl phosphate synthase small chain,PP_0812_15,457412.6667,0.083256436,-1.079582182
Q88DU5,CARA_PSEPK,Cara,Carbamoyl phosphate synthase small chain,PP_0812_15,411586.6667,0.073234697,-1.135283109
Q88DU6,CARB_PSEPK,Carb,Carbamoyl phosphate synthase large chain,PP_0812_15,640254.0733,0.116857541,-0.932343258
Q88DU6,CARB_PSEPK,Carb,Carbamoyl phosphate synthase large chain,PP_0812_15,691039.6667,0.125780295,-0.900387392
Q88DU6,CARB_PSEPK,Carb,Carbamoyl phosphate synthase large chain,PP_0812_15,968865.8,0.172392838,-0.763480781
Q88DU7,GREA_PSEPK,Grea,Transcription elongation factor GreA,PP_0812_15,576569.7,0.105234031,-0.977843793
Q88DU7,GREA_PSEPK,Grea,Transcription elongation factor GreA,PP_0812_15,498329.2667,0.090703913,-1.042373975
Q88DU7,GREA_PSEPK,Grea,Transcription elongation factor GreA,PP_0812_15,503455.4333,0.089581148,-1.047783375
Q88DU9,Q88DU9_PSEPK,Pp_4720,RNA binding protein,PP_0812_15,70993.20667,0.012957499,-1.887478815
Q88DU9,Q88DU9_PSEPK,Pp_4720,RNA binding protein,PP_0812_15,66889.26667,0.012174919,-1.914533934
Q88DU9,Q88DU9_PSEPK,Pp_4720,RNA binding protein,PP_0812_15,55127.29267,0.009808944,-2.008377742
Q88DV0,RLME_PSEPK,Rlme,Ribosomal RNA large subunit methyltransferase E,PP_0812_15,31254.81333,0.005704549,-2.243778699
Q88DV0,RLME_PSEPK,Rlme,Ribosomal RNA large subunit methyltransferase E,PP_0812_15,19792.66667,0.003602583,-2.443386058
Q88DV0,RLME_PSEPK,Rlme,Ribosomal RNA large subunit methyltransferase E,PP_0812_15,24815.95933,0.004415569,-2.355013338
Q88DV1,Q88DV1_PSEPK,Ftsh,ATP-dependent zinc metalloprotease FtsH,PP_0812_15,135819.3333,0.024789398,-1.605734014
Q88DV1,Q88DV1_PSEPK,Ftsh,ATP-dependent zinc metalloprotease FtsH,PP_0812_15,42856.66667,0.0078006,-2.10787198
Q88DV1,Q88DV1_PSEPK,Ftsh,ATP-dependent zinc metalloprotease FtsH,PP_0812_15,84909.826,0.015108228,-1.820786456
Q88DV2,Q88DV2_PSEPK,Folp,Dihydropteroate synthase,PP_0812_15,130373.0667,0.02379536,-1.623507727
Q88DV2,Q88DV2_PSEPK,Folp,Dihydropteroate synthase,PP_0812_15,143312,0.026085081,-1.583607812
Q88DV2,Q88DV2_PSEPK,Folp,Dihydropteroate synthase,PP_0812_15,142299.6667,0.025319754,-1.596540524
Q88DV3,GLMM_PSEPK,Glmm,Phosphoglucosamine mutase,PP_0812_15,224844.3333,0.041038014,-1.386813661
Q88DV3,GLMM_PSEPK,Glmm,Phosphoglucosamine mutase,PP_0812_15,228874,0.041658736,-1.380293909
Q88DV3,GLMM_PSEPK,Glmm,Phosphoglucosamine mutase,PP_0812_15,250607.3333,0.044591221,-1.350750632
Q88DV4,TPIS_PSEPK,Tpia,Triosephosphate isomerase,PP_0812_15,133271.2667,0.024324332,-1.613959083
Q88DV4,TPIS_PSEPK,Tpia,Triosephosphate isomerase,PP_0812_15,127914.5,0.023282489,-1.632970591
Q88DV4,TPIS_PSEPK,Tpia,Triosephosphate isomerase,PP_0812_15,137191.3,0.024410809,-1.612417835
Q88DV6,Q88DV6_PSEPK,Nusa,Transcription termination/antitermination protein NusA,PP_0812_15,852150.9333,0.155532415,-0.808179084
Q88DV6,Q88DV6_PSEPK,Nusa,Transcription termination/antitermination protein NusA,PP_0812_15,850386.8333,0.154784033,-0.810273841
Q88DV6,Q88DV6_PSEPK,Nusa,Transcription termination/antitermination protein NusA,PP_0812_15,798419.7667,0.142064927,-0.847513127
Q88DV7,IF2_PSEPK,Infb,Translation initiation factor IF-2,PP_0812_15,756464.6667,0.138068002,-0.85990696
Q88DV7,IF2_PSEPK,Infb,Translation initiation factor IF-2,PP_0812_15,732117.6667,0.133257149,-0.875309482
Q88DV7,IF2_PSEPK,Infb,Translation initiation factor IF-2,PP_0812_15,805839.3333,0.14338511,-0.843495945
Q88DV8,RBFA_PSEPK,Rbfa,Ribosome-binding factor A,PP_0812_15,138615.5067,0.025299749,-1.596883791
Q88DV8,RBFA_PSEPK,Rbfa,Ribosome-binding factor A,PP_0812_15,143858.3333,0.026184522,-1.581955344
Q88DV8,RBFA_PSEPK,Rbfa,Ribosome-binding factor A,PP_0812_15,170154.5,0.030276037,-1.518900968
Q88DV9,RS15_PSEPK,Rpso,Small ribosomal subunit protein uS15,PP_0812_15,881773.2333,0.160939002,-0.793338697
Q88DV9,RS15_PSEPK,Rpso,Small ribosomal subunit protein uS15,PP_0812_15,919800.6667,0.167418463,-0.776196649
Q88DV9,RS15_PSEPK,Rpso,Small ribosomal subunit protein uS15,PP_0812_15,964609,0.171635414,-0.765393097
Q88DW0,PNP_PSEPK,Pnp,Polyribonucleotide nucleotidyltransferase,PP_0812_15,1773000.333,0.323603499,-0.489986791
Q88DW0,PNP_PSEPK,Pnp,Polyribonucleotide nucleotidyltransferase,PP_0812_15,1769038,0.321993269,-0.492153207
Q88DW0,PNP_PSEPK,Pnp,Polyribonucleotide nucleotidyltransferase,PP_0812_15,1876275.333,0.333850601,-0.476447838
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,PP_0812_15,164389.44,0.030003941,-1.522821692
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,PP_0812_15,94916.36667,0.0172763,-1.762549263
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,PP_0812_15,134598.6927,0.023949499,-1.620703565
Q88DW4,Q88DW4_PSEPK,Pp_4704,DUF748 domain-containing protein,PP_0812_15,34306.81333,0.006261592,-2.203315229
Q88DW4,Q88DW4_PSEPK,Pp_4704,DUF748 domain-containing protein,PP_0812_15,28801.56667,0.005242347,-2.280474257
Q88DW4,Q88DW4_PSEPK,Pp_4704,DUF748 domain-containing protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,PP_0812_15,90546.4,0.016526298,-1.78182442
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,PP_0812_15,23202.93333,0.004223306,-2.374347476
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,PP_0812_15,49318.65933,0.008775399,-2.056733145
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,PP_0812_15,44736.07333,0.008165114,-2.088037746
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,PP_0812_15,30338.06667,0.005522014,-2.257902467
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,PP_0812_15,50390.89267,0.008966184,-2.047392355
Q88DX1,Q88DX1_PSEPK,Pcnb,Poly(A) polymerase I,PP_0812_15,77512.06667,0.014147305,-1.849326292
Q88DX1,Q88DX1_PSEPK,Pcnb,Poly(A) polymerase I,PP_0812_15,77767.4,0.014154913,-1.849092789
Q88DX1,Q88DX1_PSEPK,Pcnb,Poly(A) polymerase I,PP_0812_15,72949.2,0.012980043,-1.886723873
Q88DX2,Q88DX2_PSEPK,Pp_4696,Nitrogen regulation protein NR(I),PP_0812_15,103525.3333,0.01889518,-1.723648971
Q88DX2,Q88DX2_PSEPK,Pp_4696,Nitrogen regulation protein NR(I),PP_0812_15,121093,0.022040867,-1.65677133
Q88DX2,Q88DX2_PSEPK,Pp_4696,Nitrogen regulation protein NR(I),PP_0812_15,129140.3333,0.022978279,-1.638682504
Q88DX4,GLUQ_PSEPK,Gluq,Glutamyl-Q tRNA(Asp) synthetase,PP_0812_15,9282.646667,0.001694245,-2.771023788
Q88DX4,GLUQ_PSEPK,Gluq,Glutamyl-Q tRNA(Asp) synthetase,PP_0812_15,9240.6,0.001681937,-2.774190197
Q88DX4,GLUQ_PSEPK,Gluq,Glutamyl-Q tRNA(Asp) synthetase,PP_0812_15,786.478,0.00013994,-3.854057828
Q88DX5,Q88DX5_PSEPK,Dksa,RNA polymerase-binding transcription factor DksA,PP_0812_15,187701.0133,0.03425871,-1.465228991
Q88DX5,Q88DX5_PSEPK,Dksa,RNA polymerase-binding transcription factor DksA,PP_0812_15,1036654.133,0.188687667,-0.724256485
Q88DX5,Q88DX5_PSEPK,Dksa,RNA polymerase-binding transcription factor DksA,PP_0812_15,1143170.826,0.203407389,-0.691633274
Q88DX6,Q88DX6_PSEPK,Pp_4692,Aminotransferase,PP_0812_15,17614.88,0.003215023,-2.492815919
Q88DX6,Q88DX6_PSEPK,Pp_4692,Aminotransferase,PP_0812_15,24125.76667,0.004391276,-2.357409246
Q88DX6,Q88DX6_PSEPK,Pp_4692,Aminotransferase,PP_0812_15,26596.85933,0.004732449,-2.32491405
Q88DX9,Q88DX9_PSEPK,Pp_4689,"Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein",PP_0812_15,14193.74667,0.002590606,-2.586598558
Q88DX9,Q88DX9_PSEPK,Pp_4689,"Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein",PP_0812_15,0,1.00E-05,-5
Q88DX9,Q88DX9_PSEPK,Pp_4689,"Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein",PP_0812_15,786.478,0.00013994,-3.854057828
Q88DY4,Q88DY4_PSEPK,Pp_4684,Aminoglycoside phosphotransferase domain-containing protein,PP_0812_15,335025,0.061147909,-1.213618392
Q88DY4,Q88DY4_PSEPK,Pp_4684,Aminoglycoside phosphotransferase domain-containing protein,PP_0812_15,309296.6667,0.056296951,-1.249515129
Q88DY4,Q88DY4_PSEPK,Pp_4684,Aminoglycoside phosphotransferase domain-containing protein,PP_0812_15,320752.3333,0.057072306,-1.243574583
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,PP_0812_15,41288.07333,0.007535794,-2.122870991
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,PP_0812_15,21541.53333,0.003920904,-2.406613755
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,PP_0812_15,24768.226,0.004407076,-2.355849505
Q88DY6,Q88DY6_PSEPK,Pp_4682,Uncharacterized protein,PP_0812_15,127820,0.02332938,-1.632096795
Q88DY6,Q88DY6_PSEPK,Pp_4682,Uncharacterized protein,PP_0812_15,112652.6667,0.020504591,-1.688148892
Q88DY6,Q88DY6_PSEPK,Pp_4682,Uncharacterized protein,PP_0812_15,104882.3,0.018661983,-1.729042204
Q88DY8,Q88DY8_PSEPK,Ilvi,Acetolactate synthase,PP_0812_15,381400.1733,0.069612187,-1.157314722
Q88DY8,Q88DY8_PSEPK,Ilvi,Acetolactate synthase,PP_0812_15,446250.4667,0.081224737,-1.090311685
Q88DY8,Q88DY8_PSEPK,Ilvi,Acetolactate synthase,PP_0812_15,399647.3,0.071110294,-1.148067524
Q88DY9,Q88DY9_PSEPK,Ilvh,Acetolactate synthase small subunit,PP_0812_15,314455.8333,0.057393677,-1.241135952
Q88DY9,Q88DY9_PSEPK,Ilvh,Acetolactate synthase small subunit,PP_0812_15,300492,0.05469436,-1.262057454
Q88DY9,Q88DY9_PSEPK,Ilvh,Acetolactate synthase small subunit,PP_0812_15,320105.0593,0.056957134,-1.244451869
Q88DZ0,ILVC_PSEPK,Ilvc,Ketol-acid reductoisomerase (NADP(+)),PP_0812_15,2208385,0.403068798,-0.394620819
Q88DZ0,ILVC_PSEPK,Ilvc,Ketol-acid reductoisomerase (NADP(+)),PP_0812_15,2316446.3,0.421630353,-0.375068132
Q88DZ0,ILVC_PSEPK,Ilvc,Ketol-acid reductoisomerase (NADP(+)),PP_0812_15,1976019.767,0.35159839,-0.453953122
Q88E01,Q88E01_PSEPK,Mmsa-ii,methylmalonate-semialdehyde dehydrogenase (CoA acylating),PP_0812_15,509203.3333,0.092938494,-1.03180437
Q88E01,Q88E01_PSEPK,Mmsa-ii,methylmalonate-semialdehyde dehydrogenase (CoA acylating),PP_0812_15,496539,0.090378056,-1.043937003
Q88E01,Q88E01_PSEPK,Mmsa-ii,methylmalonate-semialdehyde dehydrogenase (CoA acylating),PP_0812_15,477901.6667,0.085034299,-1.070405862
Q88E02,Q88E02_PSEPK,Mmsb,3-hydroxyisobutyrate dehydrogenase,PP_0812_15,507608.6667,0.092647439,-1.03316658
Q88E02,Q88E02_PSEPK,Mmsb,3-hydroxyisobutyrate dehydrogenase,PP_0812_15,521964.3333,0.095005874,-1.022249541
Q88E02,Q88E02_PSEPK,Mmsb,3-hydroxyisobutyrate dehydrogenase,PP_0812_15,519992.3333,0.092523602,-1.033747466
Q88E09,Q88E09_PSEPK,Ggt,Glutathione hydrolase proenzyme,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88E09,Q88E09_PSEPK,Ggt,Glutathione hydrolase proenzyme,PP_0812_15,0,1.00E-05,-5
Q88E09,Q88E09_PSEPK,Ggt,Glutathione hydrolase proenzyme,PP_0812_15,786.478,0.00013994,-3.854057828
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,PP_0812_15,0,1.00E-05,-5
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,PP_0812_15,28221.11867,0.005021458,-2.299170182
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,PP_0812_15,35008.25333,0.006389617,-2.194525165
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,PP_0812_15,45981.2,0.008369315,-2.077310068
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,PP_0812_15,42460.69267,0.007555143,-2.121757332
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,PP_0812_15,45975.01333,0.008391242,-2.076173744
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,PP_0812_15,85894.83333,0.015634236,-1.805923327
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,PP_0812_15,90979.1,0.01618815,-1.790802771
Q88E16,Q88E16_PSEPK,Pp_4652,Membrane protein,PP_0812_15,14780.51333,0.002697702,-2.56900609
Q88E16,Q88E16_PSEPK,Pp_4652,Membrane protein,PP_0812_15,9835.233333,0.00179017,-2.747105701
Q88E16,Q88E16_PSEPK,Pp_4652,Membrane protein,PP_0812_15,25631.98533,0.004560767,-2.340962161
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",PP_0812_15,92537.20667,0.016889655,-1.772379222
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",PP_0812_15,56458.2,0.010276297,-1.988163341
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",PP_0812_15,70520.15933,0.012547837,-1.901431122
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,PP_0812_15,111292.84,0.020312885,-1.692228383
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,PP_0812_15,106226.4667,0.019334919,-1.713657633
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,PP_0812_15,108571.1593,0.019318352,-1.714029932
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,PP_0812_15,149845.0733,0.027349341,-1.563053139
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,PP_0812_15,200261.6667,0.036450833,-1.438292542
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,PP_0812_15,194527,0.0346127,-1.460764518
Q88E23,MSCL_PSEPK,Mscl,Large-conductance mechanosensitive channel,PP_0812_15,56358.26667,0.010286367,-1.98773798
Q88E23,MSCL_PSEPK,Mscl,Large-conductance mechanosensitive channel,PP_0812_15,44869.63333,0.008166992,-2.087937848
Q88E23,MSCL_PSEPK,Mscl,Large-conductance mechanosensitive channel,PP_0812_15,59188.06667,0.010531488,-1.977510253
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,PP_0812_15,5148.52,0.000939695,-3.027013204
