Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0812_15,319314.4,0.007832494,-2.106099952
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0812_15,359469.9333,0.009765948,-2.010285594
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0812_15,12442.1,0.000284603,-3.545759874
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0812_15,764880.0667,0.018761817,-1.726725114
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0812_15,810864.6,0.022029274,-1.656999825
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0812_15,285765.3667,0.006536662,-2.184643968
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0812_15,2516740.367,0.061733366,-1.209480042
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0812_15,369764.6333,0.010045631,-1.998022795
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0812_15,1145049,0.026192111,-1.581829489
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0812_15,1304838.667,0.032006513,-1.494761639
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0812_15,1371035.667,0.037247797,-1.428899413
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0812_15,877471,0.020071471,-1.697420789
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0812_15,644609,0.015811676,-1.801022092
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0812_15,828320.3333,0.022503505,-1.647749843
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0812_15,2030814.033,0.046453303,-1.332983405
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0812_15,2187440.033,0.053655927,-1.2703823
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0812_15,2788595,0.075759531,-1.120562721
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0812_15,56404.4,0.001290207,-2.889340577
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0812_15,158018.0667,0.00387604,-2.411611713
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0812_15,32617.23333,0.000886133,-3.052501045
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0812_15,759398.3667,0.017370651,-1.760183902
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0812_15,1200888.333,0.029456705,-1.530815831
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0812_15,244783.5667,0.006650191,-2.177165907
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0812_15,118542.7333,0.002711573,-2.566778624
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0812_15,279377.7,0.006852882,-2.164126719
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0812_15,162755.9333,0.004421694,-2.354411336
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0812_15,930144.3667,0.021276334,-1.672103201
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0812_15,898071.3667,0.022028879,-1.657007607
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0812_15,1151986.667,0.031296753,-1.504500713
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0812_15,4089321.367,0.093540068,-1.029002319
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0812_15,2707305.733,0.066407762,-1.177781154
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0812_15,2637605.633,0.071657507,-1.144738304
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0812_15,1071639.667,0.02451293,-1.610604781
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0812_15,1353270.333,0.033194498,-1.478933895
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0812_15,309137.2667,0.008398528,-2.075796803
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0812_15,146854.2,0.003359176,-2.473767189
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0812_15,190009.6333,0.004660765,-2.331542837
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0812_15,189759.9333,0.005155329,-2.287743646
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0812_15,711218.6667,0.016268578,-1.788650414
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0812_15,627628.7,0.015395165,-1.812615662
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0812_15,966958.6667,0.02626998,-1.580540255
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0812_15,1069370.367,0.024461021,-1.611525416
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0812_15,1541795.033,0.037818838,-1.422291814
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0812_15,2346855,0.0637585,-1.195461908
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0812_15,748929.3667,0.017131181,-1.766212701
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0812_15,149638.4333,0.003670496,-2.435275304
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0812_15,21729.2,0.000590331,-3.228904428
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0812_15,954440,0.021832078,-1.660904929
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0812_15,528033.3333,0.01295218,-1.887657117
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0812_15,742141,0.020162216,-1.69546174
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0812_15,2800000,0.064047837,-1.19349553
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0812_15,2973333.333,0.072933179,-1.137074857
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0812_15,1782098.967,0.048415414,-1.315016347
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0812_15,503855.0333,0.011525295,-1.93834796
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0812_15,513023.7,0.012584008,-1.900181028
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0812_15,428658.6333,0.011645641,-1.93383659
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0812_15,2179350.033,0.049850949,-1.302326572
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0812_15,2116366.333,0.051912553,-1.284727612
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0812_15,1222963.567,0.033225028,-1.478534646
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0812_15,140812.7333,0.003220983,-2.492011632
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0812_15,308123.3333,0.007557987,-2.121593869
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0812_15,80344.93333,0.002182782,-2.660989671
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0812_15,181351.7333,0.004148281,-2.38213185
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0812_15,178457,0.004377389,-2.358784869
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0812_15,187110.2667,0.005083343,-2.293850548
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0812_15,816937.7,0.018686819,-1.728464623
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0812_15,413270.3667,0.010137149,-1.994084191
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0812_15,407531.2667,0.011071661,-1.955787231
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0812_15,116488.1,0.002664575,-2.574371999
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0812_15,302004.7333,0.007407903,-2.130304707
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0812_15,202778.2667,0.005509006,-2.258926759
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0812_15,910814.0333,0.020834168,-1.681223848
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0812_15,1070773.367,0.026265103,-1.580620896
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0812_15,497531.2667,0.013516748,-1.869127787
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0812_15,198416.3667,0.004538621,-2.343076068
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0812_15,272240.3667,0.00667781,-2.175365936
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0812_15,110916.9333,0.003013351,-2.520950312
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0812_15,483001.0333,0.011048276,-1.956705501
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0812_15,632854.3667,0.015523346,-1.809014675
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0812_15,404197.9333,0.010981102,-1.959354077
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0812_15,6148525.333,0.140642768,-0.851882594
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0812_15,5344445.433,0.131094415,-0.882415809
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0812_15,5293333.333,0.143807348,-0.842218922
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0812_15,1569861.333,0.035909366,-1.444792268
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0812_15,1626767,0.039903124,-1.398993103
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0812_15,1432307.967,0.03891242,-1.409911758
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0812_15,3470000,0.07937357,-1.100324086
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0812_15,3076666.667,0.075467852,-1.12223801
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0812_15,4006666.667,0.108851658,-0.963164952
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,PP_0812_15,3506666.667,0.080212292,-1.095759076
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,PP_0812_15,4996666.667,0.122563716,-0.911638078
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,PP_0812_15,3403333.333,0.092460518,-1.034043678
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,PP_0812_15,3247520.7,0.074284528,-1.129101633
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,PP_0812_15,2933622.7,0.071959113,-1.142914199
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,PP_0812_15,2586570,0.07027099,-1.153223929
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,PP_0812_15,8826666.667,0.201903183,-0.694856835
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,PP_0812_15,8116666.667,0.199094496,-0.700940746
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,PP_0812_15,8250000,0.224132989,-0.649494217
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,PP_0812_15,547475.0333,0.012523069,-1.902289242
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,PP_0812_15,223412.4,0.005480104,-2.261211183
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,PP_0812_15,404981.9667,0.011002402,-1.95851248
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",PP_0812_15,1634051.333,0.037377662,-1.427387865
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",PP_0812_15,1603949.033,0.03934342,-1.405127892
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",PP_0812_15,1530467.633,0.041579186,-1.381124016
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,PP_0812_15,4216666.667,0.096452993,-1.01568429
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,PP_0812_15,2996666.667,0.073505524,-1.13368002
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,PP_0812_15,2668765.633,0.072504051,-1.139637729
Q88DE7,RLMB_PSEPK,Rlmb,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,PP_0812_15,1019387.733,0.023317707,-1.632314158
Q88DE7,RLMB_PSEPK,Rlmb,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,PP_0812_15,1236357.7,0.030326737,-1.518174319
Q88DE7,RLMB_PSEPK,Rlmb,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,PP_0812_15,1360688.633,0.036966692,-1.432189409
Q88DE8,RS6_PSEPK,Rpsf,Small ribosomal subunit protein bS6,PP_0812_15,13106666.67,0.299804877,-0.523161307
Q88DE8,RS6_PSEPK,Rpsf,Small ribosomal subunit protein bS6,PP_0812_15,11280000,0.276688203,-0.558009357
Q88DE8,RS6_PSEPK,Rpsf,Small ribosomal subunit protein bS6,PP_0812_15,9000000,0.244508715,-0.611705656
Q88DE9,RS18_PSEPK,Rpsr,Small ribosomal subunit protein bS18,PP_0812_15,15430000,0.352949333,-0.452287635
Q88DE9,RS18_PSEPK,Rpsr,Small ribosomal subunit protein bS18,PP_0812_15,14246666.67,0.349457855,-0.456605193
Q88DE9,RS18_PSEPK,Rpsr,Small ribosomal subunit protein bS18,PP_0812_15,7746666.667,0.210458613,-0.676833296
Q88DF1,RL9_PSEPK,Rpli,Large ribosomal subunit protein bL9,PP_0812_15,21655803.67,0.495359783,-0.305079256
Q88DF1,RL9_PSEPK,Rpli,Large ribosomal subunit protein bL9,PP_0812_15,16504106.7,0.404830818,-0.392726434
Q88DF1,RL9_PSEPK,Rpli,Large ribosomal subunit protein bL9,PP_0812_15,14226666.67,0.386504888,-0.412845009
Q88DF2,Q88DF2_PSEPK,Dnab,Replicative DNA helicase,PP_0812_15,12442.1,0.000284603,-3.545759874
Q88DF2,Q88DF2_PSEPK,Dnab,Replicative DNA helicase,PP_0812_15,538261.7,0.013203073,-1.879324978
Q88DF2,Q88DF2_PSEPK,Dnab,Replicative DNA helicase,PP_0812_15,560230.3,0.015220132,-1.817581572
Q88DF5,Q88DF5_PSEPK,Pp_4870,Azurin,PP_0812_15,1093514.033,0.025013289,-1.6018292
Q88DF5,Q88DF5_PSEPK,Pp_4870,Azurin,PP_0812_15,720029.4,0.01766167,-1.752968227
Q88DF5,Q88DF5_PSEPK,Pp_4870,Azurin,PP_0812_15,546662.6,0.01485153,-1.828228803
Q88DF6,NADE_PSEPK,Nade,NH(3)-dependent NAD(+) synthetase,PP_0812_15,3113333.333,0.071215095,-1.14742794
Q88DF6,NADE_PSEPK,Nade,NH(3)-dependent NAD(+) synthetase,PP_0812_15,3536666.667,0.086751236,-1.061724327
Q88DF6,NADE_PSEPK,Nade,NH(3)-dependent NAD(+) synthetase,PP_0812_15,3473333.333,0.094362252,-1.025201701
Q88DF7,PNCB_PSEPK,Pncb,Nicotinate phosphoribosyltransferase,PP_0812_15,754147.3667,0.017250539,-1.763197342
Q88DF7,PNCB_PSEPK,Pncb,Nicotinate phosphoribosyltransferase,PP_0812_15,660318.3667,0.016197013,-1.790565079
Q88DF7,PNCB_PSEPK,Pncb,Nicotinate phosphoribosyltransferase,PP_0812_15,331144.2667,0.008996407,-2.045930925
Q88DF8,Q88DF8_PSEPK,Pp_4867,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)",PP_0812_15,4133644.7,0.09455393,-1.024320416
Q88DF8,Q88DF8_PSEPK,Pp_4867,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)",PP_0812_15,8466240,0.207669214,-0.682627881
Q88DF8,Q88DF8_PSEPK,Pp_4867,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)",PP_0812_15,6596414.667,0.179208986,-0.746640217
Q88DG1,Q88DG1_PSEPK,Braf,High-affinity branched-chain amino acid transport ATP-binding protein BraF,PP_0812_15,12442.1,0.000284603,-3.545759874
Q88DG1,Q88DG1_PSEPK,Braf,High-affinity branched-chain amino acid transport ATP-binding protein BraF,PP_0812_15,380274.7,0.009327795,-2.030221024
Q88DG1,Q88DG1_PSEPK,Braf,High-affinity branched-chain amino acid transport ATP-binding protein BraF,PP_0812_15,86418.26667,0.00234778,-2.629342614
Q88DG2,Q88DG2_PSEPK,Livf-ii,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812_15,278338.4,0.006366776,-2.196080435
Q88DG2,Q88DG2_PSEPK,Livf-ii,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812_15,302908.0333,0.00743006,-2.129007665
Q88DG2,Q88DG2_PSEPK,Livf-ii,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812_15,193043.6,0.005244538,-2.280292757
Q88DG3,Q88DG3_PSEPK,Ydfg,"3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase",PP_0812_15,1620814.033,0.037074869,-1.430920373
Q88DG3,Q88DG3_PSEPK,Ydfg,"3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase",PP_0812_15,1750000,0.042925918,-1.367280408
Q88DG3,Q88DG3_PSEPK,Ydfg,"3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase",PP_0812_15,1142274.3,0.031032891,-1.50817776
Q88DH7,CBPA_PSEPK,Cbpa,Curved DNA-binding protein,PP_0812_15,1313333.333,0.030041486,-1.522278594
Q88DH7,CBPA_PSEPK,Cbpa,Curved DNA-binding protein,PP_0812_15,1330764.667,0.032642454,-1.486217195
Q88DH7,CBPA_PSEPK,Cbpa,Curved DNA-binding protein,PP_0812_15,1453000.667,0.039474592,-1.403682352
Q88DI0,Q88DI0_PSEPK,Urte,"Urea ABC transporter, ATP-binding protein",PP_0812_15,174478.7333,0.003991066,-2.398911061
Q88DI0,Q88DI0_PSEPK,Urte,"Urea ABC transporter, ATP-binding protein",PP_0812_15,449010.3333,0.011013818,-1.958062121
Q88DI0,Q88DI0_PSEPK,Urte,"Urea ABC transporter, ATP-binding protein",PP_0812_15,222911.9333,0.00605599,-2.217814847
Q88DI3,Q88DI3_PSEPK,Urtb,Urea ABC transporter,PP_0812_15,585278.7,0.013387798,-1.873290842
Q88DI3,Q88DI3_PSEPK,Urtb,Urea ABC transporter,PP_0812_15,562324.7,0.013793317,-1.860331296
Q88DI3,Q88DI3_PSEPK,Urtb,Urea ABC transporter,PP_0812_15,565805.9667,0.01537161,-1.813280642
Q88DI4,Q88DI4_PSEPK,Urta,"Urea ABC transporter, periplasmic protein",PP_0812_15,2445560.367,0.055940305,-1.252275174
Q88DI4,Q88DI4_PSEPK,Urta,"Urea ABC transporter, periplasmic protein",PP_0812_15,4040004.033,0.099097647,-1.003936658
Q88DI4,Q88DI4_PSEPK,Urta,"Urea ABC transporter, periplasmic protein",PP_0812_15,2890686.633,0.078533119,-1.104947151
Q88DJ5,Q88DJ5_PSEPK,Cobl,"Precorrin-6Y C(5,15)-methyltransferase",PP_0812_15,12442.1,0.000284603,-3.545759874
Q88DJ5,Q88DJ5_PSEPK,Cobl,"Precorrin-6Y C(5,15)-methyltransferase",PP_0812_15,1248213.4,0.030617546,-1.514029616
Q88DJ5,Q88DJ5_PSEPK,Cobl,"Precorrin-6Y C(5,15)-methyltransferase",PP_0812_15,16296.9,0.000442748,-3.353843165
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C(20)-methyltransferase,PP_0812_15,46510.73333,0.001063897,-2.973100374
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C(20)-methyltransferase,PP_0812_15,12320.1,0.000302201,-3.519704224
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C(20)-methyltransferase,PP_0812_15,16296.9,0.000442748,-3.353843165
Q88DJ9,Q88DJ9_PSEPK,Cobj,Precorrin-3B C17-methyltransferase,PP_0812_15,12442.1,0.000284603,-3.545759874
Q88DJ9,Q88DJ9_PSEPK,Cobj,Precorrin-3B C17-methyltransferase,PP_0812_15,12320.1,0.000302201,-3.519704224
Q88DJ9,Q88DJ9_PSEPK,Cobj,Precorrin-3B C17-methyltransferase,PP_0812_15,709669.3,0.019280037,-1.714892147
Q88DK2,PUR2_PSEPK,Purd,Phosphoribosylamine--glycine ligase,PP_0812_15,1430814.033,0.032728766,-1.48507037
Q88DK2,PUR2_PSEPK,Purd,Phosphoribosylamine--glycine ligase,PP_0812_15,1946666.667,0.047749974,-1.321026864
Q88DK2,PUR2_PSEPK,Purd,Phosphoribosylamine--glycine ligase,PP_0812_15,1278765.633,0.034741038,-1.459157209
Q88DK3,PUR9_PSEPK,Purh,Bifunctional purine biosynthesis protein PurH,PP_0812_15,5860000,0.134042974,-0.872755945
Q88DK3,PUR9_PSEPK,Purh,Bifunctional purine biosynthesis protein PurH,PP_0812_15,3224106.7,0.079084423,-1.10190905
Q88DK3,PUR9_PSEPK,Purh,Bifunctional purine biosynthesis protein PurH,PP_0812_15,5150000,0.13991332,-0.854140936
Q88DK6,Q88DK6_PSEPK,Pp_4819,Zinc finger/thioredoxin putative domain-containing protein,PP_0812_15,974147.3667,0.022282869,-1.6520289
Q88DK6,Q88DK6_PSEPK,Pp_4819,Zinc finger/thioredoxin putative domain-containing protein,PP_0812_15,678242.3667,0.016636672,-1.778933542
Q88DK6,Q88DK6_PSEPK,Pp_4819,Zinc finger/thioredoxin putative domain-containing protein,PP_0812_15,763458.6333,0.020741366,-1.683162655
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,PP_0812_15,932915,0.02133971,-1.670811485
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,PP_0812_15,761751.3667,0.018685072,-1.728505214
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,PP_0812_15,699690.6333,0.01900894,-1.721042105
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,PP_0812_15,965696.7667,0.022089568,-1.655812784
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,PP_0812_15,1202320.1,0.029491825,-1.530298349
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,PP_0812_15,745062.5333,0.020241587,-1.693755441
Q88DL4,PROA_PSEPK,Proa,Gamma-glutamyl phosphate reductase,PP_0812_15,1727480.7,0.039514787,-1.403240357
Q88DL4,PROA_PSEPK,Proa,Gamma-glutamyl phosphate reductase,PP_0812_15,1544106.7,0.037875542,-1.421641149
Q88DL4,PROA_PSEPK,Proa,Gamma-glutamyl phosphate reductase,PP_0812_15,2520000,0.06846244,-1.164547625
Q88DL6,Q88DL6_PSEPK,Rsfs,Ribosomal silencing factor RsfS,PP_0812_15,1056011.333,0.024155444,-1.616984982
Q88DL6,Q88DL6_PSEPK,Rsfs,Ribosomal silencing factor RsfS,PP_0812_15,1363333.333,0.033441334,-1.475716403
Q88DL6,Q88DL6_PSEPK,Rsfs,Ribosomal silencing factor RsfS,PP_0812_15,901575.9667,0.024493687,-1.610945839
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,PP_0812_15,108070.0667,0.002472019,-2.606948142
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,PP_0812_15,768001,0.01883837,-1.724956671
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,PP_0812_15,683219.3,0.018561453,-1.731388039
Q88DM2,Q88DM2_PSEPK,Daca,serine-type D-Ala-D-Ala carboxypeptidase,PP_0812_15,2940814.033,0.06726885,-1.172185999
Q88DM2,Q88DM2_PSEPK,Daca,serine-type D-Ala-D-Ala carboxypeptidase,PP_0812_15,2674106.7,0.06559342,-1.183139724
Q88DM2,Q88DM2_PSEPK,Daca,serine-type D-Ala-D-Ala carboxypeptidase,PP_0812_15,2193732.3,0.059598519,-1.224764536
Q88DM3,Y4802_PSEPK,Pp_4802,UPF0250 protein PP_4802,PP_0812_15,961462.6667,0.021992716,-1.657721136
Q88DM3,Y4802_PSEPK,Pp_4802,UPF0250 protein PP_4802,PP_0812_15,1073917.667,0.02634223,-1.57934747
Q88DM3,Y4802_PSEPK,Pp_4802,UPF0250 protein PP_4802,PP_0812_15,1025432.3,0.02785857,-1.555041172
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,PP_0812_15,1992960.667,0.045587436,-1.341154834
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,PP_0812_15,740488.0667,0.018163503,-1.740800392
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,PP_0812_15,1246440.633,0.033862844,-1.470276567
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,PP_0812_15,652785,0.014931953,-1.825883395
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,PP_0812_15,341898.3667,0.008386458,-2.07642143
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,PP_0812_15,226179.9333,0.006144774,-2.211494094
Q88DM7,Q88DM7_PSEPK,Pp_4798,Membrane-bound lytic murein transglycosylase,PP_0812_15,1448294.733,0.033128623,-1.47979661
Q88DM7,Q88DM7_PSEPK,Pp_4798,Membrane-bound lytic murein transglycosylase,PP_0812_15,1717440.033,0.042127252,-1.375436875
Q88DM7,Q88DM7_PSEPK,Pp_4798,Membrane-bound lytic murein transglycosylase,PP_0812_15,2080000,0.056508681,-1.24788483
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,PP_0812_15,2166666.667,0.049560827,-1.304861459
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,PP_0812_15,2693333.333,0.066065032,-1.18002835
