,pp,Entry_x,Reviewed,Entry Name,Protein names,Gene Names,Gene Ontology (molecular function),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (biological process),New_tag,Preferred_name,Nickname,Description,COG,GOs,EC,KEGG_ko,KEGG_Reaction,pref_first3,in_gsm,gsm_rxns,gsm_subsystems,num_rxns,num_subsystems,subsystem1,retap_target,isoprenol_mean,dCas9_expr,pass_dbtl0_filter,target_control_ratio,pass_dbtl3
21,PP_0774,Q88PS4,reviewed,PTA_PSEPK,Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase),pta PP_0774,phosphate acetyltransferase activity [GO:0008959],cytoplasm [GO:0005737]; phosphate acetyltransferase activity [GO:0008959]; acetyl-CoA biosynthetic process [GO:0006085],GO:0005737; GO:0006085; GO:0008959,cytoplasm [GO:0005737],acetyl-CoA biosynthetic process [GO:0006085],PP_RS04125,pta,pta,belongs to the CobB CobQ family,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006083,GO:0006084,GO:0006085,GO:0006091,GO:0006113,GO:0006139,GO:0006163,GO:0006164,GO:0006520,GO:0006566,GO:0006567,GO:0006629,GO:0006631,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008959,GO:0009056,GO:0009058,GO:0009063,GO:0009066,GO:0009068,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015980,GO:0016053,GO:0016054,GO:0016407,GO:0016740,GO:0016746,GO:0016747,GO:0016999,GO:0017000,GO:0017001,GO:0017144,GO:0018130,GO:0019413,GO:0019427,GO:0019438,GO:0019541,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0042737,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044255,GO:0044271,GO:0044272,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045733,GO:0046390,GO:0046394,GO:0046395,GO:0046459,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0070689,GO:0071616,GO:0071704,GO:0072329,GO:0072330,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606",2.3.1.8,ko:K13788,"R00230,R00921",pta,True,"['PTAr', 'PTA2']","['S_Alternate_Carbon__Propanoate_Metabolism', 'S_TCA_Cycle']",2,2,S_Alternate_Carbon__Propanoate_Metabolism,False,142.32782,0.4917366305948485,True,0.0823903306788746,False
22,PP_0806,Q88PP2,unreviewed,Q88PP2_PSEPK,Surface adhesion protein,PP_0806,,,,,,PP_RS04280,-,PP_0806,Bacterial Ig-like domain (group 3),MNU,-,-,ko:K20276,-,-,False,,[],0,0,-,False,212.07569,1.000187026682808,False,,False
23,PP_0812,Q88PN7,unreviewed,Q88PN7_PSEPK,Ubiquinol oxidase subunit 2,cyoA PP_0812,"copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]","plasma membrane [GO:0005886]; respirasome [GO:0070469]; copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",GO:0004129; GO:0005507; GO:0005886; GO:0009486; GO:0016682; GO:0070469,plasma membrane [GO:0005886]; respirasome [GO:0070469],,PP_RS04300,cyoA,cyoA,ubiquinol oxidase subunit,C,"GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009055,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009319,GO:0009486,GO:0009897,GO:0009986,GO:0009987,GO:0015002,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015453,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0016310,GO:0016491,GO:0017144,GO:0019637,GO:0019646,GO:0019693,GO:0022804,GO:0022857,GO:0022890,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0031233,GO:0032991,GO:0034220,GO:0034641,GO:0042773,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0048037,GO:0048038,GO:0048039,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0055114,GO:0070069,GO:0071575,GO:0071704,GO:0071944,GO:0072521,GO:0098552,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1902600",1.10.3.10,ko:K02297,R11335,cyo,True,['CYTBO3_4pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,244.10515666666663,0.6839276246377738,True,0.2412186111146702,True
24,PP_0813,Q88PN6,unreviewed,Q88PN6_PSEPK,Cytochrome bo(3) ubiquinol oxidase subunit 1 (EC 7.1.1.3) (Cytochrome o ubiquinol oxidase subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1),cyoB PP_0813,"cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]","respirasome [GO:0070469]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic respiration [GO:0009060]",GO:0004129; GO:0009060; GO:0009486; GO:0016682; GO:0020037; GO:0070469,respirasome [GO:0070469],aerobic respiration [GO:0009060],PP_RS04305,cyoB,cyoB,Belongs to the heme-copper respiratory oxidase family,C,"GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005507,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009055,GO:0009060,GO:0009319,GO:0009486,GO:0009987,GO:0015002,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015453,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0016491,GO:0019646,GO:0020037,GO:0022804,GO:0022857,GO:0022890,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0043167,GO:0043169,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046872,GO:0046906,GO:0046914,GO:0048037,GO:0048038,GO:0048039,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0070069,GO:0071944,GO:0097159,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1901363,GO:1902494,GO:1902600","1.10.3.10,1.9.3.1","ko:K02274,ko:K02298","R00081,R11335",cyo,True,['CYTBO3_4pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,267.8045,0.9123376367561892,True,0.1679312503187982,True
25,PP_0814,Q88PN5,unreviewed,Q88PN5_PSEPK,Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3),cyoC PP_0814,cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129],plasma membrane [GO:0005886]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646],GO:0004129; GO:0005886; GO:0009486; GO:0019646,plasma membrane [GO:0005886],aerobic electron transport chain [GO:0019646],PP_RS04310,cyoC,cyoC,"cytochrome o ubiquinol oxidase, subunit III",C,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009055,GO:0009060,GO:0009319,GO:0009486,GO:0009987,GO:0015002,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015453,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0016491,GO:0019646,GO:0022804,GO:0022857,GO:0022890,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0070069,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1902494,GO:1902600",-,ko:K02299,-,cyo,True,['CYTBO3_4pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,312.39591333333334,0.0264244305727041,True,,True
26,PP_0815,Q88PN4,unreviewed,Q88PN4_PSEPK,Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4),cyoD PP_0815,cytochrome bo3 ubiquinol oxidase activity [GO:0009486],plasma membrane [GO:0005886]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; electron transport coupled proton transport [GO:0015990],GO:0005886; GO:0009486; GO:0015990,plasma membrane [GO:0005886],electron transport coupled proton transport [GO:0015990],PP_RS04315,cyoD,cyoD,cytochrome o ubiquinol oxidase,C,-,-,ko:K02300,-,cyo,True,['CYTBO3_4pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,258.9778,0.3594122356697463,True,,True
27,PP_0897,Q88PF3,unreviewed,Q88PF3_PSEPK,Fumarate hydratase class I (EC 4.2.1.2),PP_0897,"4 iron, 4 sulfur cluster binding [GO:0051539]; fumarate hydratase activity [GO:0004333]; metal ion binding [GO:0046872]","4 iron, 4 sulfur cluster binding [GO:0051539]; fumarate hydratase activity [GO:0004333]; metal ion binding [GO:0046872]; generation of precursor metabolites and energy [GO:0006091]",GO:0004333; GO:0006091; GO:0046872; GO:0051539,,generation of precursor metabolites and energy [GO:0006091],PP_RS04730,fumA,PP_0897,Catalyzes the reversible hydration of fumarate to (S)- malate,C,"GO:0003674,GO:0003824,GO:0004333,GO:0005488,GO:0005515,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016860,GO:0016862,GO:0016999,GO:0017144,GO:0019752,GO:0033554,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0047808,GO:0048037,GO:0050163,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0055114,GO:0071704,GO:0072350",4.2.1.2,ko:K01676,R01082,fum,True,['FUM'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,95.11941,0.2527996244181172,True,0.6303683332444198,False
28,PP_0944,Q88PA6,unreviewed,Q88PA6_PSEPK,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),fumC-I fumC PP_0944,fumarate hydratase activity [GO:0004333],tricarboxylic acid cycle enzyme complex [GO:0045239]; fumarate hydratase activity [GO:0004333]; fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099],GO:0004333; GO:0006099; GO:0006106; GO:0045239,tricarboxylic acid cycle enzyme complex [GO:0045239],fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099],PP_RS04960,fumC,fumC-I,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,C,-,4.2.1.2,ko:K01679,R01082,fum,True,['FUM'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,97.99140666666666,0.7424063543605851,True,0.689228296348466,False
29,PP_0999,Q88P54,unreviewed,Q88P54_PSEPK,Carbamate kinase,arcC PP_0999,carbamate kinase activity [GO:0008804],carbamate kinase activity [GO:0008804]; arginine metabolic process [GO:0006525]; phosphorylation [GO:0016310],GO:0006525; GO:0008804; GO:0016310,,arginine metabolic process [GO:0006525]; phosphorylation [GO:0016310],PP_RS05225,arcC,arcC,Belongs to the carbamate kinase family,E,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006525,GO:0006527,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008804,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009987,GO:0016054,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0019546,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606",2.7.2.2,ko:K00926,"R00150,R01395",arc,True,['CBMKr'],['S_Glutamate_Metabolism'],1,1,S_Glutamate_Metabolism,True,148.29990999999998,0.5847099504099234,True,0.0738258053090632,False
30,PP_1023,Q88P30,unreviewed,Q88P30_PSEPK,6-phosphogluconolactonase (6PGL) (EC 3.1.1.31),pgl PP_1023,6-phosphogluconolactonase activity [GO:0017057],6-phosphogluconolactonase activity [GO:0017057]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098],GO:0005975; GO:0006098; GO:0017057,,carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098],PP_RS05345,pgl,pgl,6-phosphogluconolactonase,G,-,3.1.1.31,ko:K01057,R02035,pgl,True,['PGL'],['S_Glycolysis'],1,1,S_Glycolysis,True,132.64291,0.0652463683314189,False,0.8976039378588467,False
31,PP_1031,Q88P22,unreviewed,Q88P22_PSEPK,Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205),guaB PP_1031,IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166],IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177],GO:0000166; GO:0003938; GO:0006177; GO:0046872,,GMP biosynthetic process [GO:0006177],PP_RS05385,guaB,guaB,"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth",F,"GO:0003674,GO:0003824,GO:0003938,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0050896,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",1.1.1.205,ko:K00088,"R01130,R08240",gua,True,['IMPD'],['S_Purine_Metabolism'],1,1,S_Purine_Metabolism,True,119.8906,0.7929221079023682,False,0.8873329464928871,False
32,PP_1157,Q877U6,unreviewed,Q877U6_PSEPK,Acetolactate synthase,PP_1157 PP_3365,catalytic activity [GO:0003824]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976],catalytic activity [GO:0003824]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; carboxylic acid metabolic process [GO:0019752],GO:0000287; GO:0003824; GO:0019752; GO:0030976,,carboxylic acid metabolic process [GO:0019752],PP_RS06020,budB,PP_1157,Belongs to the TPP enzyme family,EH,-,2.2.1.6,ko:K01652,"R00006,R00014,R00226,R03050,R04672,R04673,R08648",bud,True,['ACLS'],['S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis'],1,1,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis,False,167.82782333333333,0.940559301293656,False,,False
33,PP_1240,Q88NG9,reviewed,PUR7_PSEPK,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase),purC PP_1240,ATP binding [GO:0005524]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639],ATP binding [GO:0005524]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]; 'de novo' IMP biosynthetic process [GO:0006189]; cobalamin biosynthetic process [GO:0009236],GO:0004639; GO:0005524; GO:0006189; GO:0009236,,'de novo' IMP biosynthetic process [GO:0006189]; cobalamin biosynthetic process [GO:0009236],PP_RS06430,purC,purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,F,"GO:0003674,GO:0003824,GO:0004639,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046040,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",6.3.2.6,ko:K01923,R04591,pur,True,"['PRASCSi_copy2', 'PRASCSi_copy1']",['S_Purine_Metabolism'],2,1,S_Purine_Metabolism,True,281.7799333333333,0.0621357196273746,False,0.861543034623386,False
34,PP_1251,Q88NF9,reviewed,MQO2_PSEPK,Probable malate:quinone oxidoreductase 2 (EC 1.1.5.4) (MQO 2) (Malate dehydrogenase [quinone] 2),mqo2 mqo-2 PP_1251,malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924],malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924]; tricarboxylic acid cycle [GO:0006099],GO:0006099; GO:0008924; GO:0052589,,tricarboxylic acid cycle [GO:0006099],PP_RS06485,mqo,mqo-II,malate quinone oxidoreductase,C,-,1.1.5.4,ko:K00116,"R00360,R00361,R01257",mqo,True,"['DMALRED', 'MDH2']",['S_TCA_Cycle'],2,1,S_TCA_Cycle,False,44.94014666666666,0.7425227871503189,False,0.0363994191473043,False
35,PP_1317,Q88N95,unreviewed,Q88N95_PSEPK,Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 7.1.1.8),petA PP_1317,"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]","cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]",GO:0005737; GO:0005886; GO:0008121; GO:0043231; GO:0046872; GO:0051537,cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886],,PP_RS06815,petA,petA,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis",C,-,1.10.2.2,ko:K00411,-,pet,True,['CYO1_KT'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,152.12504666666666,1.239259278280351,True,0.0166782218801307,True
36,PP_1318,Q88N94,unreviewed,Q88N94_PSEPK,Cytochrome b,petB PP_1318,metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121],respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; respiratory electron transport chain [GO:0022904],GO:0008121; GO:0022904; GO:0045275; GO:0046872,respiratory chain complex III [GO:0045275],respiratory electron transport chain [GO:0022904],PP_RS06820,petB,petB,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis",C,-,-,ko:K00412,-,pet,True,['CYO1_KT'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,156.35911000000002,0.8872548177500641,True,0.0457179452727868,False
37,PP_1319,Q88N93,unreviewed,Q88N93_PSEPK,"Ubiquinol--cytochrome c reductase, cytochrome c1",petC PP_1319,electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],membrane [GO:0016020]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],GO:0009055; GO:0016020; GO:0020037; GO:0046872,membrane [GO:0016020],,PP_RS06825,petC,petC,Cytochrome C1 family,P,-,-,ko:K00413,-,pet,True,['CYO1_KT'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,152.73424666666668,1.3221358793521014,True,0.0604706864364341,False
38,PP_1394,Q88N22,unreviewed,Q88N22_PSEPK,"Acetolactate synthase, large subunit",PP_1394,catalytic activity [GO:0003824]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976],catalytic activity [GO:0003824]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; carboxylic acid metabolic process [GO:0019752],GO:0000287; GO:0003824; GO:0019752; GO:0030976,,carboxylic acid metabolic process [GO:0019752],PP_RS07195,-,PP_1394,Belongs to the TPP enzyme family,EH,-,2.2.1.6,ko:K01652,"R00006,R00014,R00226,R03050,R04672,R04673,R08648",-,True,['OARGDC'],['S_Arginine_and_Proline_Metabolism'],1,1,S_Arginine_and_Proline_Metabolism,False,170.6679333333333,1.1424200570342065,False,,False
39,PP_1444,Q88MX4,unreviewed,Q88MX4_PSEPK,Quinoprotein glucose dehydrogenase (EC 1.1.5.2),gcd PP_1444,quinone binding [GO:0048038]; quinoprotein glucose dehydrogenase activity [GO:0008876],membrane [GO:0016020]; quinone binding [GO:0048038]; quinoprotein glucose dehydrogenase activity [GO:0008876],GO:0008876; GO:0016020; GO:0048038,membrane [GO:0016020],,PP_RS07455,gcd,gcd,Dehydrogenase,G,-,"1.1.5.2,1.1.5.8","ko:K00117,ko:K05358","R01873,R02415,R06620",gcd,True,['GLCDpp'],['S_Glycolysis'],1,1,S_Glycolysis,False,162.20200333333332,0.5677082608816408,True,0.1966723433767037,False
40,PP_1457,Q88MW1,reviewed,PURT_PSEPK,Formate-dependent phosphoribosylglycinamide formyltransferase (EC 6.3.1.21) (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (GAR transformylase 2) (GART 2) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2),purT PP_1457,ATP binding [GO:0005524]; ligase activity [GO:0016874]; magnesium ion binding [GO:0000287]; phosphoribosylglycinamide formyltransferase 2 activity [GO:0043815]; phosphoribosylglycinamide formyltransferase activity [GO:0004644],ATP binding [GO:0005524]; ligase activity [GO:0016874]; magnesium ion binding [GO:0000287]; phosphoribosylglycinamide formyltransferase 2 activity [GO:0043815]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]; 'de novo' IMP biosynthetic process [GO:0006189],GO:0000287; GO:0004644; GO:0005524; GO:0006189; GO:0016874; GO:0043815,,'de novo' IMP biosynthetic process [GO:0006189],PP_RS07520,purT,purT,"Involved in the de novo purine biosynthesis. Catalyzes the transfer of formate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR). Formate is provided by PurU via hydrolysis of 10-formyl-tetrahydrofolate",F,"GO:0003674,GO:0003824,GO:0004644,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008776,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016741,GO:0016742,GO:0016772,GO:0016774,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.1.2.2,ko:K08289,"R04325,R04326",pur,True,['GART'],['S_Purine_Metabolism'],1,1,S_Purine_Metabolism,True,177.55849,0.0490282927550477,True,0.5894363221991243,False
